CRS_ID,DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE,CRS_STARTTERM,CRS_ENDTERM
MUCO-531,MUCO,531,MUCO 531,Advanced Analysis of Tonal Music,"Consideration of recent developments in music theory and their application to the analysis of tonal music, focusing on techniques of musical reduction.",,,False,,2,MUCO 501,,,{'prereq': ['Prerequisite:MUCO 501']},,
MUCO-534,MUCO,534,MUCO 534,Advanced Analysis of Post-Tonal Music,"Introduction, application and critiques of canonical pitch-based analytical techniques applied to post-tonal music.",,,False,,2,MUCO 502,,,{'prereq': ['Prerequisite:MUCO 502']},,
MUCO-537,MUCO,537,MUCO 537,Advanced Composition I,For graduates with evidence of preparation for advanced work.,,,False,"1.0-2.0 units, max 8",,,,,{'alert': ['Note:This course also has the per unit individual instruction fee attached. Register for lecture and lab.']},,
MUCO-590,MUCO,590,MUCO 590,Directed Research,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
MUCO-592,MUCO,592,MUCO 592,Selected Topics in Graduate Composition,"Seminar for graduate students in composition that addresses aesthetic, technical and analytical issues from a composer's perspective. Open only to theory and composition majors.",,,False,"2.0 units, max 8",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Composition, Music (Music Theory)'], 'alert': ['Note:Topic: Protest Music']}",,
MUCO-637,MUCO,637,MUCO 637,Advanced Composition II,Continuation of MUCO 537. For students holding the MM degree in composition.,,,False,"1.0-2.0 units, max 4",,,,,{'alert': ['Note:This course also has the per unit individual instruction fee attached. Register for lecture and lab.']},,
MUCO-737,MUCO,737,MUCO 737,Advanced Composition III,Continuation of MUCO 637.,,,False,"1.0-2.0 units, max 8",,MUCO 536 and MUCO 637,,,"{'prereq': ['Prerequisite:MUCO 536andMUCO 637'], 'alert': ['Note:This course also has the per unit individual instruction fee attached. Register for lecture and lab.']}",,
MUCO-790,MUCO,790,MUCO 790,Research,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
MUCO-794A,MUCO,794A,MUCO 794a,Doctoral Dissertation,Credit on acceptance of dissertation. Graded CR/NC.,,,False,,2,,,,{'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']},,
MUCO-794B,MUCO,794B,MUCO 794b,Doctoral Dissertation,Credit on acceptance of dissertation. Graded CR/NC.,,,False,,2,MUCO 794A,,,"{'prereq': ['Prerequisite:MUCO 794A'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
MUCO-794C,MUCO,794C,MUCO 794c,Doctoral Dissertation,Credit on acceptance of dissertation. Graded CR/NC.,,,False,,2,MUCO 794B,,,"{'prereq': ['Prerequisite:MUCO 794B'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
MUCO-794D,MUCO,794D,MUCO 794d,Doctoral Dissertation,Credit on acceptance of dissertation. Graded CR/NC.,,,False,,2,MUCO 794C,,,"{'prereq': ['Prerequisite:MUCO 794C'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
MUCO-794Z,MUCO,794Z,MUCO 794z,Doctoral Dissertation,Credit on acceptance of dissertation. Graded CR/NC.,,,False,,0,MUCO 794D,,,"{'prereq': ['Prerequisite:MUCO 794D'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
MUCD-301,MUCD,301,MUCD 301,Individual Instruction,Intermediate and advanced instruction (secondary emphasis) for music majors and minors. Open only to music majors and minors.,,,False,"1.0-2.0 units, max 16",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Music, Jazz Studies, Music Industry, Music Recording, Composition, Composition (Film Scoring), Electroacoustic Media, Jazz Studies (Vocal), Music Education, Bassoon, Clarinet, Classical Guitar, Double Bass, Flute, French Horn, Harp, Harpsichord, Oboe, Organ, Percussion, Piano, Saxophone, Studio Guitar, Trombone, Trumpet, Tuba, Viola, Violin, Violoncello, Vocal Arts'], 'alert': ['Note:Final Deadline to request D-clearance: Friday of the first week of classes. Submit an individual instruction d-clearance request online here: music.usc.edu/students/individual-instruction-d-clearance-request-forms/. Thornton does not allow this course to be audited.']}",,
MUCD-340,MUCD,340,MUCD 340,Choral Conducting I,"Basic conducting techniques; score analysis; conducting patterns; problems of tempo, dynamics, articulation and text.",,,False,,2,,,,{},,
MUCD-343,MUCD,343,MUCD 343,Instrumental Conducting I,"Communicating musical ideas to instrumental ensembles; reading and conducting from full score of orchestral compositions. Laboratory, 3 hours. Prerequisite: ability to read a music score.",,,False,,2,,,,{},,
MUCD-348,MUCD,348,MUCD 348,Instrumental Conducting and Orchestration,"Reading and conducting from scores, communicating musical ideas to instrumental ensembles, arranging for small and large ensembles, notation, playing techniques, timbre, rhythm and intonation.",,,False,,2,,,,{},,
MUCD-441,MUCD,441,MUCD 441,Choral Conducting II,Refinement of techniques developed in MUCD 340; study of styles and interpretations of choral music from the Renaissance to the present.,,,False,,2,MUCD 340,,,{'prereq': ['Prerequisite:MUCD 340']},,
MUCD-443,MUCD,443,MUCD 443,Instrumental Conducting II,Principal composers and representative instrumental works since the eighteenth century; studies of styles and interpretations based on scores and the performance of works in class.,,,False,,2,,,,{},,
MUCD-490,MUCD,490,MUCD 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Junior, Senior']}",,
MUCD-501,MUCD,501,MUCD 501,Individual Instruction,Secondary instruction for graduate music majors or instruction for graduate non-music majors.,,,False,"1.0-2.0 units, max 8",,,,,{'alert': ['Note:Final Deadline to request D-clearance: Friday of the first week of classes. Submit an individual instruction d-clearance request online here: music.usc.edu/students/individual-instruction-d-clearance-request-forms/. Thornton does not allow this course to be audited. Thornton does not allow this course to be audited.']},,
MUCD-541,MUCD,541,MUCD 541,Choral Conducting III,"Problems of preparing and conducting contemporary choral music and major choral-orchestral works from full score; special projects according to student's development and interests. Laboratory, 3 hours.",,,False,"2.0 units, max 6",,MUCD 441,,,{'prereq': ['Prerequisite:MUCD 441']},,
MUCD-543,MUCD,543,MUCD 543,Instrumental Conducting III,Problems in advanced conducting.,,,False,"2.0 units, max 4",,MUCD 443,,,{'prereq': ['Prerequisite:MUCD 443']},,
MUCD-553,MUCD,553,MUCD 553,Individual Instruction,,,,False,"1.0-2.0 units, max 8",,,,,{},,
MUCD-590,MUCD,590,MUCD 590,Directed Research,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
MUCD-641,MUCD,641,MUCD 641,Choral Conducting IV,"Continuation of MUCD 541, including choral conducting pedagogy.",,,False,"2.0 units, max 8",,MUCD 541,,,{'prereq': ['Prerequisite:MUCD 541']},,
MUCD-653,MUCD,653,MUCD 653,Performance,Individual or master class instruction for D.M.A. Performance majors.,,,False,"1.0-2.0 units, max 12",,,,,{},,
MUCD-790,MUCD,790,MUCD 790,Research,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
MUEN-222,MUEN,222,MUEN 222,Trojan Marching Band,Rehearsal and participation in performances for athletic andother university functions. Open to all students by audition. Graded CR/NC.,,,False,"1.0 units, max 4",,,,,{'alert': ['Note:Course meets inLRC 202.']},,
MUEN-305,MUEN,305,MUEN 305,Vocal Jazz Ensemble,"Study and performance of vocal ensemble literature from the Jazz idiom, with emphasis on improvisational techniques. Open to all students by audition. Graded CR/NC.",,,False,"1.0 units, max 8",,,,,{},,
MUEN-307,MUEN,307,MUEN 307,University Chorus,Rehearsal and performance of choral literature from all periods of music history. Open to all students. Graded CR/NC.,,,False,"1.0 units, max 8",,,,,{},,
MUEN-308,MUEN,308,MUEN 308,USC Apollo Chorus,"The USC Apollo Chorus, a choir open to all students, faculty, and staff of any gender, performs tenor/bass repertoire.",,,False,"1.0 units, max 8",,,,,{},,
MUEN-310,MUEN,310,MUEN 310,University Concert Choir,Performance of choral works of all styles and periods. Open to all students by audition. Graded CR/NC.,,,False,"1.0 units, max 8",,,,,{},,
MUEN-311,MUEN,311,MUEN 311,USC Oriana Choir,"The USC Oriana Choir, a choir open to all students, faculty, and staff of any gender, performs treble repertoire.",,,False,"1.0 units, max 8",,,,,{},,
MUEN-312,MUEN,312,MUEN 312,Chamber Singers,Performance of choral music and choral masterworks from the 16th century to the present.,,,False,"1.0 units, max 8",,,,,{},,
MUEN-314,MUEN,314,MUEN 314,Opera Chorus,Study and performance of operatic choruses and extended ensembles of all styles and periods. Open to all students by audition. Graded CR/NC.,,,False,"1.0 units, max 8",,,,,{},,
MUEN-320,MUEN,320,MUEN 320,USC Symphony,Rehearsal and performance of orchestra repertoire. Open to all students by audition. Graded CR/NC.,,,False,"1.0 units, max 8",,,,,{},,
MUEN-322,MUEN,322,MUEN 322,Trojan Marching Band,Continuation of MUEN 222. Graded CR/NC.,,,False,"1.0 units, max 4",,,,,{'alert': ['Note:Course meets inLRC 202.']},,
MUEN-323,MUEN,323,MUEN 323,University Wind Ensemble,Rehearsal and participation in concert programs. Open to all students by audition. Graded CR/NC.,,,False,"1.0 units, max 8",,,,,{},,
MUEN-325,MUEN,325,MUEN 325,Wind and Percussion Chamber Music,Performance of chamber music for wind and percussion instruements. Open to all students by audition. Graded CR/NC.,,,False,"1.0 units, max 8",,,,,{'alert': ['Note:Section 43770 is for Winds and Percussion Majors only. Section 43771 is for non-perfromance majors.']},,
MUEN-326,MUEN,326,MUEN 326,Guitar Ensemble,"Rehearsal and performance of literature composed, transcribed and arranged for small guitar ensembles, including literature for small ensembles of guitar and other instruments, as well as voice. Graded CR/NC.",,,False,"1.0 units, max 8",,,,,{},,
MUEN-327,MUEN,327,MUEN 327,String Chamber Music,Preparation and performance of small ensemble literature for strings. Graded CR/NC.,,,False,"1.0 units, max 8",,,,,{'alert': ['Note:Section 43800 is for Strings Majors only. Section 43801 is for non-performance majors.']},,
MUEN-328,MUEN,328,MUEN 328,Keyboard Collaboration,"Preparation and performance of literature for piano with voice and string, woodwind, brass and percussion instruments. Graded CR/NC.",,,False,"1.0 units, max 4",,,,,{},,
MUEN-329,MUEN,329,MUEN 329,Jazz Ensemble,Rehearsal and performance of literature written for large jazz ensemble.,,,False,"1.0 units, max 8",,,,,{},,
MUEN-330,MUEN,330,MUEN 330,Contemporary Music Ensemble,"Performance of 20th-century music; readings of student and faculty compositions; experimental music; guest conductors, composers, performers; annual concert series. Graded CR/NC.",,,False,"1.0 units, max 8",,,,,{},,
MUEN-331,MUEN,331,MUEN 331,Guitar Big Band,"Rehearsal and preparation of big band literature adapted for large guitar ensemble. Guitarists perform in place of the traditional trumpet, trombone and sax sections. Graded CR/NC.",,,False,"1.0 units, max 8",,,,,{},,
MUEN-332,MUEN,332,MUEN 332,Jazz Chamber Music,Preparation and performance of literature for jazz chamber groups. Open to all students by audition. Graded CR/NC.,,,False,"1.0 units, max 8",,,,,{},,
MUEN-344,MUEN,344,MUEN 344,Vocal Chamber Music,"Study of solo ensemble vocal literature such as duets, trios, quartets, madrigals, etc. Open to all students by audition. Graded CR/NC.",,,False,"1.0 units, max 8",,,,,{},,
MUEN-350,MUEN,350,MUEN 350,Early Music Ensemble,"Rehearsal and performance of vocal and instrumental ensemble music of the Renaissance and Baroque, with emphasis on chamber music for solo voices and bowed and plucked strings. Instrumentalists are required to perform on either their own or the School's historical instruments. Open to all students by audition. Graded CR/NC.",,,False,"1.0 units, max 8",,,,,{},,
MUEN-505,MUEN,505,MUEN 505,Vocal Jazz Ensemble,"Study and performance of vocal ensemble literature from the Jazz idiom, with emphasis on improvisational techniques. Open to all graduate students by audition. (Duplicates credit in MUEN 405.)",,,False,"1.0 units, max 4",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
MUEN-507,MUEN,507,MUEN 507,University Chorus,Rehearsal and performance of choral literature from all periods of music history. Open to all graduate students.,,,False,"1.0 units, max 8",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
MUEN-508,MUEN,508,MUEN 508,USC Apollo Chorus,"The USC Apollo Chorus, a choir open to all students, faculty, and staff of any gender, performs tenor/bass repertoire.",,,False,"1.0 units, max 4",,,,,{},,
MUEN-510,MUEN,510,MUEN 510,University Concert Choir,Performance of choral works of all styles and periods. Open to all graduate students by audition. (Duplicates credit in MUEN 410.),,,False,"1.0 units, max 4",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
MUEN-511,MUEN,511,MUEN 511,USC Oriana Choir,"The USC Oriana Choir, a choir open to all students, faculty, and staff of any gender, performs treble repertoire.",,,False,"1.0 units, max 4",,,,,{},,
MUEN-512,MUEN,512,MUEN 512,Chamber Singers,Performance of Choral Music and choral masterworks from the 16th century to the present.,,,False,"1.0 units, max 4",,,,,{},,
MUEN-514,MUEN,514,MUEN 514,Opera Chorus,Study and performance of operatic choruses and extended ensembles of all styles and periods. Open to all graduate students by audition. (Duplicates credit in MUEN 414.),,,False,"1.0 units, max 4",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
MUEN-520,MUEN,520,MUEN 520,USC Symphony,Rehearsal and performance of orchestra repertoire. Open to all graduate students by audition. (Duplicates credit in MUEN 420.),,,False,"1.0 units, max 4",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
MUEN-523,MUEN,523,MUEN 523,University Wind Ensemble,Rehearsal and participation in concert programs. Open to all graduate students by audition. (Duplicates credit in MUEN 423.),,,False,"1.0 units, max 4",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
MUEN-525,MUEN,525,MUEN 525,Wind and Percussion Chamber Music,Performance of chamber music for wind and percussion instruments. Open to all students by audition. (Duplicates credit in MUEN 425.),,,False,"1.0 units, max 4",,,,,{'alert': ['Note:Section 43918 is for Winds and Percussion majors only. Section 43919 is for non-performance majors.']},,
MUEN-526,MUEN,526,MUEN 526,Guitar Ensemble,"Rehearsal and performance of literature composed, transcribed and arranged for small ensembles, including literature for small ensembles of guitar and other instruments, as well as voice. (Duplicates credit in MUEN 426.)",,,False,"1.0 units, max 4",,,,,{},,
MUEN-527,MUEN,527,MUEN 527,String Chamber Music,Preparation and performance of small ensemble literature for strings. (Duplicates credit in MUEN 427.),,,False,"1.0 units, max 4",,,,,{'alert': ['Note:Section 43942 is for Strings Majors only. Section 43943 is for non-performance majors.']},,
MUEN-528,MUEN,528,MUEN 528,Keyboard Collaboration,Continuation of MUEN 428.,,,False,"1.0 units, max 4",,,,,{},,
MUEN-529,MUEN,529,MUEN 529,Jazz Ensemble,Rehearsal and performance of literature written for large jazz ensemble.,,,False,"1.0 units, max 4",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
MUEN-530,MUEN,530,MUEN 530,Contemporary Music Ensemble,"Performance of 20th-century music; readings of student and faculty compositions; experimental music; guest conductors, composers, performers; annual concert series.",,,False,"1.0 units, max 4",,,,,{},,
MUEN-531,MUEN,531,MUEN 531,Guitar Big Band,"Rehearsal and preparation of big band literature adapted for large guitar ensemble. Guitarists perform in place of the traditional trumpet, trombone and sax sections.",,,False,"1.0 units, max 4",,,,,{},,
MUEN-532,MUEN,532,MUEN 532,Jazz Chamber Music,"Preparation and performance of advanced literature for jazz chamber groups. Open to graduate students, by audition.",,,False,"1.0 units, max 4",,,,,{},,
MUEN-544,MUEN,544,MUEN 544,Vocal Chamber Music,"Study of solo ensemble vocal literature such as duets, trios, quartets, madrigals, etc. Open to all graduate students by audition. (Duplicates credit in MUEN 444.)",,,False,"1.0 units, max 4",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
MUEN-550,MUEN,550,MUEN 550,Early Music Ensemble,"Rehearsal and performance of vocal and instrumental ensemble music of the Renaissance and Baroque, with emphasis on chamber music for solo voices and bowed or plucked strings. Instrumentalists are required to perform on either their own or the School's historical instruments. Open to all graduate students by audition. (Duplicates credit in MUEN 444.)",,,False,"1.0 units, max 4",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
MUEN-626,MUEN,626,MUEN 626,Guitar Ensemble,"Rehearsal and performance of literature composed, transcribed and arranged for small ensembles, including literature for small ensembles of guitar and other instruments, as well as voice.",,,False,"1.0 units, max 4",,,,,{},,
MUEN-628,MUEN,628,MUEN 628,Keyboard Collaboration,Continuation of MUEN 328.,,,False,"1.0 units, max 4",,,,,{},,
MUEN-650,MUEN,650,MUEN 650,Early Music Ensemble,Rehearsal and public performance of vocal and instrumental music of the Renaissance and Baroque era; emphasis is on large- and small-scale chamber works. Instrumentalists are required to perform on historical instruments.,,,False,"1.0 units, max 8",,,,,{},,
MUHL-250,MUHL,250,MUHL 250g,Music and Ideas,A topical study of critical issues and cultural relationships found in music from antiquity to the present and across musical genres and styles.,B,,False,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""], 'alert': ['Note:For music majors ONLY. This course carries GE credit but it is intended for music majors and not a general student audience. Music majors can obtain D-clearance through department.']}",,
MUHL-350,MUHL,350,MUHL 350g,Western Art Music History I,A study of the musical styles and genres from antiquity through early modern periods within their historical context. Detailed analysis of selected works.,A,,False,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""], 'alert': ['Note:For music majors ONLY. This course carries GE credit but is intended for music majors and not a general student audience. Music majors can obtain D-clearance through the department.']}",,
MUHL-490,MUHL,490,MUHL 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Junior, Senior']}",,
MUHL-570,MUHL,570,MUHL 570,Research Materials and Techniques,"Introduction to music research, information science, and technical writing. Required of all graduate students majoring in music.",,,False,,2,,,,{},,
MUHL-587,MUHL,587,MUHL 587,Special Studies in the Music of the 19th Century,Music problems and composers of the period. Specific emphasis to be determined by the department.,,,False,"2.0 units, max 6",,MUHL 570,,,"{'prereq': ['Prerequisite:MUHL 570'], 'alert': ['Note:Topic: TBA']}",,
MUHL-588,MUHL,588,MUHL 588,Special Studies in Music Since 1900,Music problems and composers of the period. Specific emphasis to be determined by the department.,,,False,"2.0 units, max 6",,MUHL 570,,,{'prereq': ['Prerequisite:MUHL 570']},,
MUHL-590,MUHL,590,MUHL 590,Directed Research,Research leading to the Master's Degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,MUHL 570,,,{'prereq': ['Prerequisite:MUHL 570']},,
MUHL-591,MUHL,591,MUHL 591,Seminar in Baroque Repertories and Performance Practice,Study and discussion of Baroque music sources and performance practice treatises.,,,False,,2,,Corequisite: MUHL 570,,{'coreq': ['Corequisite:MUHL 570']},,
MUHL-594A,MUHL,594A,MUHL 594a,Master's Thesis,Credit on acceoptance of thesis. Graded IP/CR/NC.,,,False,,2,,,,{'restriction': ['Restriction:Registration open to the following class level(s): Master Student']},,
MUHL-594B,MUHL,594B,MUHL 594b,Master's Thesis,Credit on acceptance of thesis. Graded IP/CR/NC.,,,False,,2,MUHL 594A,,,"{'prereq': ['Prerequisite:MUHL 594A'], 'restriction': ['Restriction:Registration open to the following class level(s): Master Student']}",,
MUHL-594Z,MUHL,594Z,MUHL 594z,Master's Thesis,Credit on acceptance of thesis. Graded IP/CR/NC.,,,False,,0,MUHL 594B,,,"{'prereq': ['Prerequisite:MUHL 594B'], 'restriction': ['Restriction:Registration open to the following class level(s): Master Student']}",,
MUHL-681,MUHL,681,MUHL 681,Studies in Musicology,"Close study of musical repertories and issues (particularly ones transcending period divisions), with emphasis on recent scholarship and methodologies.",,,False,"4.0 units, max 16",,MUHL 570,,,"{'prereq': ['Prerequisite:MUHL 570'], 'alert': ['Note:Topic: Voice and Vocality in the 20th and 21st Centuries']}",,
MUHL-790,MUHL,790,MUHL 790,Research,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,MUHL 570,,,{'prereq': ['Prerequisite:MUHL 570']},,
MUHL-794A,MUHL,794A,MUHL 794a,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,,,,{'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']},,
MUHL-794B,MUHL,794B,MUHL 794b,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,MUHL 794A,,,"{'prereq': ['Prerequisite:MUHL 794A'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
MUHL-794C,MUHL,794C,MUHL 794c,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,MUHL 794B,,,"{'prereq': ['Prerequisite:MUHL 794B'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
MUHL-794D,MUHL,794D,MUHL 794d,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,MUHL 794C,,,"{'prereq': ['Prerequisite:MUHL 794C'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
MUHL-794Z,MUHL,794Z,MUHL 794z,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,0,MUHL 794D,,,"{'prereq': ['Prerequisite:MUHL 794D'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
MUIN-270,MUIN,270,MUIN 270,Introduction to the Music Industry,"A survey of the music business with emphasis on distribution of recorded music, music publishing, performance rights societies, record companies, agents, personal managers and contracts. Open to music majors (B.M. and B.S. degrees) only.",,,False,,4,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Music, Jazz Studies, Music Industry, Music Recording, Composition, Composition (Film Scoring), Electroacoustic Media, Jazz Studies (Vocal), Music Education, Bassoon, Clarinet, Classical Guitar, Double Bass, Flute, French Horn, Harp, Harpsichord, Oboe, Organ, Percussion, Piano, Saxophone, Studio Guitar, Trombone, Trumpet, Tuba, Viola, Violin, Violoncello, Vocal Arts']}",,
MUIN-272,MUIN,272,MUIN 272x,Basics of the Music Industry,"Introductory survey of the music business. Topics include: copyright, record companies, contracts, music publishing, performance rights societies, managers, agents, and other artist team/income considerations. Not for major credit for Music Industry Majors. (Duplicates credit in former MUIN 372ax.)",,,False,,4,,,,{},,
MUIN-280,MUIN,280,MUIN 280,Communications in the Music Industry,A comprehensive course on communications specific to the music industry with a focus on press and publicity for artists.,,,False,,4,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-360,MUIN,360,MUIN 360,Introduction to Music Law,"A study of entertainment law with a focus on the music industry.Areas of study include contracts, domestic practices,international practices, copyright protection, trademarks. Prerequisites: MUIN 270.",,,False,,4,MUIN 270,,,{'prereq': ['Prerequisite:MUIN 270']},,
MUIN-370,MUIN,370,MUIN 370,Music Publishing and Licensing,"A contemporary survey of the methods used to monetize music through licensing/media placement, covering music publishing, songwriter agreements, performance rights and licenses for traditional/new media. Prerequisites: MUIN 270 or MUIN 272x.",,,False,,2,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-372,MUIN,372,MUIN 372,Business and Legal Aspects of the Music Industry,"An intermediate/advanced-level survey of music copyright law, artist contract analysis, infringement case studies as they affect modern/emerging business models and global music licensing.",,,False,,4,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-410,MUIN,410,MUIN 410,"Marketing, Branding and Strategic Alliances in Music","An in-depth study of music marketing, non-traditional revenue streams for artists, musicians, and labels including artist endorsements, artist tour sponsorships, digital music programs, music licensing, merchandise, and a primary focus on brand partnership deals in the music space. Prerequisites: MUIN 270 or MUIN 272x.",,,False,,2,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-420,MUIN,420,MUIN 420,DIY Music Marketing,"An exploration of the most current and effective marketing strategies and online branding tools for promoting, monetizing, and sustaining the career of the independent creative artist. Prerequisites: MUIN 270 or MUIN 272x.",,,False,,2,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-425,MUIN,425,MUIN 425,Live Music Production and Promotion,"A survey of the presentation of the live musical experience. Both classical and popular concert presentation will be examined including venue selection, promotion and security.",,,False,,4,,,,{},,
MUIN-444,MUIN,444,MUIN 444,Music Supervision,"An advanced focus on the music supervisors role, working with directors, producers, licensing representatives and executives to select, budget and clear songs for broadcast/new media.",,,False,,4,(MUIN 360 or MUIN 372),,,{'prereq': ['Prerequisite:1 from (MUIN 360orMUIN 372)']},,
MUIN-450,MUIN,450,MUIN 450,Practicum in Music Industry Issues,"Field application of music industry theories and practices; part-time employment. Project jointly defined by student, employer and professor.",,,False,"1.0-4.0 units, max 12",,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-460,MUIN,460,MUIN 460,Streaming Economy in the Music Industry,"Focus on identifying the economic impact current music streaming models have on artists, record labels, publishing and consumers.",,,False,,2,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-461,MUIN,461,MUIN 461,Music Festival Design and Management,"Focus on planning, booking, marketing, promoting, ticketing and operating a festival in an ever-changing marketplace.",,,False,,2,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-462,MUIN,462,MUIN 462,"Technology, Big Data and Marketing in the Music Industry",Analyzing technologys relationship to the music industry. Use of data and analytics to develop successful strategies for new and existing artists.,,,False,,2,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-465,MUIN,465,MUIN 465,Ethics in the Music Industry,Focus on the intellectual/philosophical foundations of the modern interpretation and application of ethics within the music industry.,,,False,,2,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-467,MUIN,467,MUIN 467,DIY Touring,"A ""hands-on"" approach to learning the essential components of a successful small-market tour through the DO IT YOURSELF artist lens.",,,False,,2,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-490,MUIN,490,MUIN 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,{},,
MUIN-496,MUIN,496,MUIN 496,Music Media Solutions,"Group study of one current music media issue, focusing on possible solutions with practical applications. Stress on leadership, critical thinking, and professional practices. By application only. Open to juniors and seniors only.",,,False,,4,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Junior, Senior']}",,
MUIN-497,MUIN,497,MUIN 497,"Current Topics, Case Studies, and Analysis",Exploration of emerging topics and trends in business and technology in the music and entertainment industries. Prerequisites; MUIN 270 or MUIN 272x.,,,False,"2.0 units, max 6",,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
MUIN-498A,MUIN,498A,MUIN 498a,Final Capstone Project,Culmination of the four-year course of study. Affords students the opportunity to experience guided work to meet the professional demands of the industry.,,,False,,1,(MUIN 270 or MUIN 272),,,{'prereq': ['Prerequisite:1 from (MUIN 270orMUIN 272)']},,
